Scenario,Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Average,Minimum,Maximum,Half Width,Standard Deviation
Adhoc Supplier,Combiner,DistributionSite1,[Resource],Capacity,ScheduledUtilization,Percent,7.94319825939928,3.21447578904256,13.9303224347378,2.35559619270635,3.29312520626568
Adhoc Supplier,Combiner,DistributionSite1,[Resource],Capacity,UnitsAllocated,Total,2300,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite1,[Resource],Capacity,UnitsScheduled,Average,1,1,1,0,0
Adhoc Supplier,Combiner,DistributionSite1,[Resource],Capacity,UnitsScheduled,Maximum,1,1,1,0,0
Adhoc Supplier,Combiner,DistributionSite1,[Resource],Capacity,UnitsScheduled,Minimum,1,1,1,0,0
Adhoc Supplier,Combiner,DistributionSite1,[Resource],Capacity,UnitsUtilized,Average,0.0794319825939928,0.0321447578904256,0.139303224347378,0.0235559619270635,0.0329312520626568
Adhoc Supplier,Combiner,DistributionSite1,[Resource],Capacity,UnitsUtilized,Maximum,1,1,1,0,0
Adhoc Supplier,Combiner,DistributionSite1,[Resource],Capacity,UnitsUtilized,Minimum,0,0,0,0,0
Adhoc Supplier,Combiner,DistributionSite1,[Resource],ResourceState,TimeProcessing,Average (Hours),33.0730664696316,15.4294837874043,66.8655476867414,13.6815446382427,19.1268094456726
Adhoc Supplier,Combiner,DistributionSite1,[Resource],ResourceState,TimeProcessing,Occurrences,1.3,1,2,0.34552620739967,0.483045891539648
Adhoc Supplier,Combiner,DistributionSite1,[Resource],ResourceState,TimeProcessing,Percent,7.94319825939928,3.21447578904256,13.9303224347378,2.35559619270635,3.29312520626568
Adhoc Supplier,Combiner,DistributionSite1,[Resource],ResourceState,TimeProcessing,Total (Hours),38.1273516451166,15.4294837874043,66.8655476867414,11.3068617249905,15.8070009900753
Adhoc Supplier,Combiner,DistributionSite1,[Resource],ResourceState,TimeStarved,Average (Hours),198.621085902603,148.66812930543,232.285258106298,25.2250876728283,35.2646910802713
Adhoc Supplier,Combiner,DistributionSite1,[Resource],ResourceState,TimeStarved,Occurrences,2.3,2,3,0.34552620739967,0.483045891539648
Adhoc Supplier,Combiner,DistributionSite1,[Resource],ResourceState,TimeStarved,Percent,92.0568017406007,86.0696775652622,96.7855242109574,2.35559619270635,3.29312520626568
Adhoc Supplier,Combiner,DistributionSite1,[Resource],ResourceState,TimeStarved,Total (Hours),441.872648354883,413.134452313259,464.570516212596,11.3068617249905,15.8070009900753
Adhoc Supplier,Combiner,DistributionSite1,MemberInputBuffer,Throughput,NumberEntered,Total,2300,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite1,MemberInputBuffer,Throughput,NumberExited,Total,2300,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite1,OutputBuffer,Throughput,NumberEntered,Total,2300,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite1,OutputBuffer,Throughput,NumberExited,Total,2300,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite1,ParentInputBuffer,Content,NumberInStation,Average,3708.28573753255,3264.59843408425,4007.04273574189,152.442809626815,213.1151597419
Adhoc Supplier,Combiner,DistributionSite1,ParentInputBuffer,Content,NumberInStation,Maximum,7679.3,6513,8810,547.661197938616,765.6307566677
Adhoc Supplier,Combiner,DistributionSite1,ParentInputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Adhoc Supplier,Combiner,DistributionSite1,ParentInputBuffer,HoldingTime,TimeInStation,Average (Hours),264.553889080319,223.622986409958,313.679582784632,17.2439172415171,24.1070089596117
Adhoc Supplier,Combiner,DistributionSite1,ParentInputBuffer,HoldingTime,TimeInStation,Maximum (Hours),291.130365029091,275.96986100751,326.511973330382,11.8154559820046,16.5180161346578
Adhoc Supplier,Combiner,DistributionSite1,ParentInputBuffer,HoldingTime,TimeInStation,Minimum (Hours),237.775298883874,171.678864813719,299.956797113989,25.376079442294,35.475777684803
Adhoc Supplier,Combiner,DistributionSite1,ParentInputBuffer,Throughput,NumberEntered,Total,9797,9594,9928,74.1960519920029,103.726135140143
Adhoc Supplier,Combiner,DistributionSite1,ParentInputBuffer,Throughput,NumberExited,Total,2300,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite1,Processing,Content,NumberInStation,Average,0.0794319825939928,0.0321447578904256,0.139303224347378,0.0235559619270635,0.0329312520626568
Adhoc Supplier,Combiner,DistributionSite1,Processing,Content,NumberInStation,Maximum,1,1,1,0,0
Adhoc Supplier,Combiner,DistributionSite1,Processing,Content,NumberInStation,Minimum,0,0,0,0,0
Adhoc Supplier,Combiner,DistributionSite1,Processing,HoldingTime,TimeInStation,Average (Hours),0.0165701061907083,0.0154294837874043,0.0176048766156363,0.000436826525867354,0.000610683803766268
Adhoc Supplier,Combiner,DistributionSite1,Processing,HoldingTime,TimeInStation,Maximum (Hours),0.13542475272377,0.112715065922885,0.158744134836127,0.0112676055110287,0.015752120774145
Adhoc Supplier,Combiner,DistributionSite1,Processing,HoldingTime,TimeInStation,Minimum (Hours),1.3875062796842E-05,2.20697756958543E-07,3.7152608172164E-05,9.21941196625137E-06,1.28887446952987E-05
Adhoc Supplier,Combiner,DistributionSite1,Processing,Throughput,NumberEntered,Total,2300,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite1,Processing,Throughput,NumberExited,Total,2300,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite2,[Resource],Capacity,ScheduledUtilization,Percent,9.37136395374267,3.46716342395061,13.9702350501155,2.39708886831139,3.3511319972146
Adhoc Supplier,Combiner,DistributionSite2,[Resource],Capacity,UnitsAllocated,Total,2700,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite2,[Resource],Capacity,UnitsScheduled,Average,1,1,1,0,0
Adhoc Supplier,Combiner,DistributionSite2,[Resource],Capacity,UnitsScheduled,Maximum,1,1,1,0,0
Adhoc Supplier,Combiner,DistributionSite2,[Resource],Capacity,UnitsScheduled,Minimum,1,1,1,0,0
Adhoc Supplier,Combiner,DistributionSite2,[Resource],Capacity,UnitsUtilized,Average,0.0937136395374267,0.0346716342395061,0.139702350501155,0.0239708886831139,0.033511319972146
Adhoc Supplier,Combiner,DistributionSite2,[Resource],Capacity,UnitsUtilized,Maximum,1,1,1,0,0
Adhoc Supplier,Combiner,DistributionSite2,[Resource],Capacity,UnitsUtilized,Minimum,0,0,0,0,0
Adhoc Supplier,Combiner,DistributionSite2,[Resource],ResourceState,TimeProcessing,Average (Hours),36.6216160371736,16.6423844349629,66.5222139026046,10.7079116738237,14.9696683789518
Adhoc Supplier,Combiner,DistributionSite2,[Resource],ResourceState,TimeProcessing,Occurrences,1.3,1,2,0.34552620739967,0.483045891539648
Adhoc Supplier,Combiner,DistributionSite2,[Resource],ResourceState,TimeProcessing,Percent,9.37136395374267,3.46716342395061,13.9702350501155,2.39708886831139,3.3511319972146
Adhoc Supplier,Combiner,DistributionSite2,[Resource],ResourceState,TimeProcessing,Total (Hours),44.9825469779648,16.6423844349629,67.0571282405546,11.5060265678947,16.0854335866301
Adhoc Supplier,Combiner,DistributionSite2,[Resource],ResourceState,TimeStarved,Average (Hours),196.295703491281,137.647623919815,231.678807782519,27.5361461892092,38.4955525823461
Adhoc Supplier,Combiner,DistributionSite2,[Resource],ResourceState,TimeStarved,Occurrences,2.3,2,3,0.34552620739967,0.483045891539648
Adhoc Supplier,Combiner,DistributionSite2,[Resource],ResourceState,TimeStarved,Percent,90.6286360462573,86.0297649498845,96.5328365760494,2.39708886831139,3.3511319972146
Adhoc Supplier,Combiner,DistributionSite2,[Resource],ResourceState,TimeStarved,Total (Hours),435.017453022035,412.942871759445,463.357615565037,11.5060265678947,16.0854335866301
Adhoc Supplier,Combiner,DistributionSite2,MemberInputBuffer,Throughput,NumberEntered,Total,2700,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite2,MemberInputBuffer,Throughput,NumberExited,Total,2700,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite2,OutputBuffer,Throughput,NumberEntered,Total,2700,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite2,OutputBuffer,Throughput,NumberExited,Total,2700,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite2,ParentInputBuffer,Content,NumberInStation,Average,3622.27920466889,3329.53751954172,3908.76449219331,141.167230485306,197.351891826491
Adhoc Supplier,Combiner,DistributionSite2,ParentInputBuffer,Content,NumberInStation,Maximum,7355.3,6574,8711,517.381377922669,723.299546061888
Adhoc Supplier,Combiner,DistributionSite2,ParentInputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Adhoc Supplier,Combiner,DistributionSite2,ParentInputBuffer,HoldingTime,TimeInStation,Average (Hours),256.21602377018,227.311632359813,309.876679208336,18.0557702202208,25.2419800196895
Adhoc Supplier,Combiner,DistributionSite2,ParentInputBuffer,HoldingTime,TimeInStation,Maximum (Hours),289.963402197305,275.463076799734,325.306959898377,12.4478924889911,17.4021628355943
Adhoc Supplier,Combiner,DistributionSite2,ParentInputBuffer,HoldingTime,TimeInStation,Minimum (Hours),223.264525998023,176.701850588139,296.424290067709,24.8666259193838,34.7635612858671
Adhoc Supplier,Combiner,DistributionSite2,ParentInputBuffer,Throughput,NumberEntered,Total,9803.6,9574,9981,106.633408696524,149.073583620081
Adhoc Supplier,Combiner,DistributionSite2,ParentInputBuffer,Throughput,NumberExited,Total,2700,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite2,Processing,Content,NumberInStation,Average,0.0937136395374267,0.0346716342395061,0.139702350501155,0.0239708886831139,0.033511319972146
Adhoc Supplier,Combiner,DistributionSite2,Processing,Content,NumberInStation,Maximum,1,1,1,0,0
Adhoc Supplier,Combiner,DistributionSite2,Processing,Content,NumberInStation,Minimum,0,0,0,0,0
Adhoc Supplier,Combiner,DistributionSite2,Processing,HoldingTime,TimeInStation,Average (Hours),0.0166248282688051,0.0158591280224299,0.0170688386667997,0.000260850944113421,0.000364669811319055
Adhoc Supplier,Combiner,DistributionSite2,Processing,HoldingTime,TimeInStation,Maximum (Hours),0.130714529344726,0.117320612887681,0.154477586181827,0.0105173617658101,0.0147032794676969
Adhoc Supplier,Combiner,DistributionSite2,Processing,HoldingTime,TimeInStation,Minimum (Hours),4.47495147568588E-06,1.65388200912275E-07,2.11573756132566E-05,4.47857278470139E-06,6.26104804000853E-06
Adhoc Supplier,Combiner,DistributionSite2,Processing,Throughput,NumberEntered,Total,2700,1000,4000,678.6,948.683298050514
Adhoc Supplier,Combiner,DistributionSite2,Processing,Throughput,NumberExited,Total,2700,1000,4000,678.6,948.683298050514
Adhoc Supplier,ModelEntity,Disaster,[Population],Content,NumberInSystem,Average,0,0,0,0,0
Adhoc Supplier,ModelEntity,Disaster,[Population],Content,NumberInSystem,Maximum,1,1,1,0,0
Adhoc Supplier,ModelEntity,Disaster,[Population],Content,NumberInSystem,Minimum,0,0,0,0,0
Adhoc Supplier,ModelEntity,Disaster,[Population],FlowTime,TimeInSystem,Average (Hours),0,0,0,0,0
Adhoc Supplier,ModelEntity,Disaster,[Population],FlowTime,TimeInSystem,Maximum (Hours),0,0,0,0,0
Adhoc Supplier,ModelEntity,Disaster,[Population],FlowTime,TimeInSystem,Minimum (Hours),0,0,0,0,0
Adhoc Supplier,ModelEntity,Disaster,[Population],Throughput,NumberCreated,Total,115310.7,114563,115628,237.815962832523,332.466890582105
Adhoc Supplier,ModelEntity,Disaster,[Population],Throughput,NumberDestroyed,Total,115310.7,114563,115628,237.815962832523,332.466890582105
Adhoc Supplier,ModelEntity,ReliefBeneficiary,[Population],Content,NumberInSystem,Average,7331.43315607534,7174.22372910192,7464.56012881379,67.0428467149662,93.725948912834
Adhoc Supplier,ModelEntity,ReliefBeneficiary,[Population],Content,NumberInSystem,Maximum,14601.9,14364,14820,112.727135576311,157.592618270442
Adhoc Supplier,ModelEntity,ReliefBeneficiary,[Population],Content,NumberInSystem,Minimum,0,0,0,0,0
Adhoc Supplier,ModelEntity,ReliefBeneficiary,[Population],FlowTime,TimeInSystem,Average (Hours),253.084094804781,240.908482111613,260.345638567536,5.66633008654198,7.92153361972223
Adhoc Supplier,ModelEntity,ReliefBeneficiary,[Population],FlowTime,TimeInSystem,Maximum (Hours),303.465247890227,288.135398070354,326.537841015286,10.0629929821666,14.0680715746847
Adhoc Supplier,ModelEntity,ReliefBeneficiary,[Population],FlowTime,TimeInSystem,Minimum (Hours),204.346386328634,171.707885336786,225.879613799081,14.4445247056397,20.1934561398739
Adhoc Supplier,ModelEntity,ReliefBeneficiary,[Population],Throughput,NumberCreated,Total,19601.9,19364,19820,112.727135576311,157.592618270442
Adhoc Supplier,ModelEntity,ReliefBeneficiary,[Population],Throughput,NumberDestroyed,Total,5000,5000,5000,0,0
Adhoc Supplier,ModelEntity,ReliefSupplyItem,[Population],Content,NumberInSystem,Average,2605.53568802714,2568.86626392719,2634.21813314789,15.5696686652108,21.7664082211405
Adhoc Supplier,ModelEntity,ReliefSupplyItem,[Population],Content,NumberInSystem,Maximum,5233,5214,5246,7.17687603348421,10.0332779621949
Adhoc Supplier,ModelEntity,ReliefSupplyItem,[Population],Content,NumberInSystem,Minimum,0,0,0,0,0
Adhoc Supplier,ModelEntity,ReliefSupplyItem,[Population],FlowTime,TimeInSystem,Average (Hours),217.834868641129,214.303766789217,220.593250191108,1.49691713548905,2.09269125405847
Adhoc Supplier,ModelEntity,ReliefSupplyItem,[Population],FlowTime,TimeInSystem,Maximum (Hours),348.825960372828,347.497689135803,349.679617349311,0.514119787101333,0.718739839699853
Adhoc Supplier,ModelEntity,ReliefSupplyItem,[Population],FlowTime,TimeInSystem,Minimum (Hours),84.5878365697588,78.4974844702766,90.9698272514552,3.28875505544779,4.59768198125922
Adhoc Supplier,ModelEntity,ReliefSupplyItem,[Population],Throughput,NumberCreated,Total,7201.1,7198,7203,1.09004515502799,1.52388392675499
Adhoc Supplier,ModelEntity,ReliefSupplyItem,[Population],Throughput,NumberDestroyed,Total,5000,5000,5000,0,0
Adhoc Supplier,Path,Path1,[Travelers],Content,NumberOnLink,Average,0.00781249999988631,0.00289351851847641,0.0115740740739056,0.00196354166663809,0.00274503269107844
Adhoc Supplier,Path,Path1,[Travelers],Content,NumberOnLink,Maximum,3.1,3,4,0.2262,0.316227766016838
Adhoc Supplier,Path,Path1,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Adhoc Supplier,Path,Path1,[Travelers],FlowTime,TimeOnLink,Average (Hours),0.00138888888886868,0.00138888888886868,0.00138888888886868,0,0
Adhoc Supplier,Path,Path1,[Travelers],FlowTime,TimeOnLink,Maximum (Hours),0.00138888888886868,0.00138888888886868,0.00138888888886868,0,0
Adhoc Supplier,Path,Path1,[Travelers],FlowTime,TimeOnLink,Minimum (Hours),0.00138888888886868,0.00138888888886868,0.00138888888886868,0,0
Adhoc Supplier,Path,Path1,[Travelers],Throughput,NumberEntered,Total,2700,1000,4000,678.6,948.683298050514
Adhoc Supplier,Path,Path1,[Travelers],Throughput,NumberExited,Total,2700,1000,4000,678.6,948.683298050514
Adhoc Supplier,Path,Path2,[Travelers],Content,NumberOnLink,Average,0.00665509259249575,0.00289351851847641,0.0115740740739056,0.00196354166663809,0.00274503269107844
Adhoc Supplier,Path,Path2,[Travelers],Content,NumberOnLink,Maximum,3,3,3,0,0
Adhoc Supplier,Path,Path2,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Adhoc Supplier,Path,Path2,[Travelers],FlowTime,TimeOnLink,Average (Hours),0.00138888888886868,0.00138888888886868,0.00138888888886868,0,0
Adhoc Supplier,Path,Path2,[Travelers],FlowTime,TimeOnLink,Maximum (Hours),0.00138888888886868,0.00138888888886868,0.00138888888886868,0,0
Adhoc Supplier,Path,Path2,[Travelers],FlowTime,TimeOnLink,Minimum (Hours),0.00138888888886868,0.00138888888886868,0.00138888888886868,0,0
Adhoc Supplier,Path,Path2,[Travelers],Throughput,NumberEntered,Total,2300,1000,4000,678.6,948.683298050514
Adhoc Supplier,Path,Path2,[Travelers],Throughput,NumberExited,Total,2300,1000,4000,678.6,948.683298050514
Adhoc Supplier,Sink,DisasterExit,[DestroyedObjects],FlowTime,TimeInSystem,Average (Hours),0,0,0,0,0
Adhoc Supplier,Sink,DisasterExit,[DestroyedObjects],FlowTime,TimeInSystem,Maximum (Hours),0,0,0,0,0
Adhoc Supplier,Sink,DisasterExit,[DestroyedObjects],FlowTime,TimeInSystem,Minimum (Hours),0,0,0,0,0
Adhoc Supplier,Sink,DisasterExit,[DestroyedObjects],FlowTime,TimeInSystem,Observations,115310.7,114563,115628,237.815962832523,332.466890582105
Adhoc Supplier,Sink,DisasterExit,InputBuffer,Throughput,NumberEntered,Total,115310.7,114563,115628,237.815962832523,332.466890582105
Adhoc Supplier,Sink,DisasterExit,InputBuffer,Throughput,NumberExited,Total,115310.7,114563,115628,237.815962832523,332.466890582105
Adhoc Supplier,Sink,ReliefBeneficiaryExit,[DestroyedObjects],FlowTime,TimeInSystem,Average (Hours),253.084094804781,240.908482111613,260.345638567536,5.66633008654198,7.92153361972223
Adhoc Supplier,Sink,ReliefBeneficiaryExit,[DestroyedObjects],FlowTime,TimeInSystem,Maximum (Hours),303.465247890227,288.135398070354,326.537841015286,10.0629929821666,14.0680715746847
Adhoc Supplier,Sink,ReliefBeneficiaryExit,[DestroyedObjects],FlowTime,TimeInSystem,Minimum (Hours),204.346386328634,171.707885336786,225.879613799081,14.4445247056397,20.1934561398739
Adhoc Supplier,Sink,ReliefBeneficiaryExit,[DestroyedObjects],FlowTime,TimeInSystem,Observations,5000,5000,5000,0,0
Adhoc Supplier,Sink,ReliefBeneficiaryExit,InputBuffer,Throughput,NumberEntered,Total,5000,5000,5000,0,0
Adhoc Supplier,Sink,ReliefBeneficiaryExit,InputBuffer,Throughput,NumberExited,Total,5000,5000,5000,0,0
Adhoc Supplier,Source,DisasterEntry,OutputBuffer,Throughput,NumberEntered,Total,115310.7,114563,115628,237.815962832523,332.466890582105
Adhoc Supplier,Source,DisasterEntry,OutputBuffer,Throughput,NumberExited,Total,115310.7,114563,115628,237.815962832523,332.466890582105
Adhoc Supplier,Source,ReliefBeneficiaryEntry1,OutputBuffer,Throughput,NumberEntered,Total,9797.3,9594,9928,74.2688469033955,103.827902479696
Adhoc Supplier,Source,ReliefBeneficiaryEntry1,OutputBuffer,Throughput,NumberExited,Total,9797.3,9594,9928,74.2688469033955,103.827902479696
Adhoc Supplier,Source,ReliefBeneficiaryEntry2,OutputBuffer,Throughput,NumberEntered,Total,9804.6,9576,9984,106.728799876322,149.20694055945
Adhoc Supplier,Source,ReliefBeneficiaryEntry2,OutputBuffer,Throughput,NumberExited,Total,9804.6,9576,9984,106.728799876322,149.20694055945
Adhoc Supplier,Source,Supplier,OutputBuffer,Content,NumberInStation,Average,2.41652489184469,1.90623650417016,2.77567100109448,0.232114750713849,0.324496591855861
Adhoc Supplier,Source,Supplier,OutputBuffer,Content,NumberInStation,Maximum,186.2,166,200,9.09062625785485,12.7087021804396
Adhoc Supplier,Source,Supplier,OutputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Adhoc Supplier,Source,Supplier,OutputBuffer,HoldingTime,TimeInStation,Average (Hours),0.161077062792843,0.127047142738361,0.185019036317921,0.0154722285304756,0.0216301868412657
Adhoc Supplier,Source,Supplier,OutputBuffer,HoldingTime,TimeInStation,Maximum (Hours),12.3781728659342,11.0261393600005,13.2889623441874,0.606626382140246,0.848064127458385
Adhoc Supplier,Source,Supplier,OutputBuffer,HoldingTime,TimeInStation,Minimum (Hours),0,0,0,0,0
Adhoc Supplier,Source,Supplier,OutputBuffer,Throughput,NumberEntered,Total,7201.1,7198,7203,1.09004515502799,1.52388392675499
Adhoc Supplier,Source,Supplier,OutputBuffer,Throughput,NumberExited,Total,7201.1,7198,7203,1.09004515502799,1.52388392675499
Adhoc Supplier,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.279784544724799,0.277636546603839,0.282750524550126,0.0013187359943768,0.00184359388800959
Adhoc Supplier,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1,1,1,0,0
Adhoc Supplier,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0,0,0,0,0
Adhoc Supplier,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.305710432453632,0.305353609713179,0.306045940337611,0.000150561982992505,0.000210485762726724
Adhoc Supplier,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Adhoc Supplier,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Adhoc Supplier,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average (Hours),6.07178596244887,5.26872440494793,6.77768475253481,0.318273140014741,0.444946083333448
Adhoc Supplier,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Maximum (Hours),6.07178596244887,5.26872440494793,6.77768475253481,0.318273140014741,0.444946083333448
Adhoc Supplier,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Minimum (Hours),6.07178596244887,5.26872440494793,6.77768475253481,0.318273140014741,0.444946083333448
Adhoc Supplier,TimePath,TimePath1,[Travelers],Throughput,NumberEntered,Total,2,2,2,0,0
Adhoc Supplier,TimePath,TimePath1,[Travelers],Throughput,NumberExited,Total,1,1,1,0,0
Adhoc Supplier,TimePath,TimePath2,[Travelers],Content,NumberOnLink,Average,0.0592115990177621,0.02434593201077,0.102716725504474,0.0175198721790752,0.0244927941648519
Adhoc Supplier,TimePath,TimePath2,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Adhoc Supplier,TimePath,TimePath2,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Adhoc Supplier,TimePath,TimePath2,[Travelers],FlowTime,TimeOnLink,Average (Hours),6.17860989128596,5.73193627121437,6.63844882419363,0.205399798392193,0.28714906890306
Adhoc Supplier,TimePath,TimePath2,[Travelers],FlowTime,TimeOnLink,Maximum (Hours),6.82622937247995,6.02151918956883,7.58843014609522,0.376785906277601,0.526746973513684
Adhoc Supplier,TimePath,TimePath2,[Travelers],FlowTime,TimeOnLink,Minimum (Hours),5.63193190239951,5.24616641523431,6.45673565132063,0.23343428128824,0.326341296567314
Adhoc Supplier,TimePath,TimePath2,[Travelers],Throughput,NumberEntered,Total,4.6,2,8,1.3572,1.89736659610103
Adhoc Supplier,TimePath,TimePath2,[Travelers],Throughput,NumberExited,Total,4.6,2,8,1.3572,1.89736659610103
Adhoc Supplier,TimePath,TimePath3,[Travelers],Content,NumberOnLink,Average,0.340421720836656,0.332482372840452,0.346615860996092,0.00370236036231709,0.00517590250382328
Adhoc Supplier,TimePath,TimePath3,[Travelers],Content,NumberOnLink,Maximum,5.4,5,6,0.369383053211703,0.516397779494322
Adhoc Supplier,TimePath,TimePath3,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Adhoc Supplier,TimePath,TimePath3,[Travelers],FlowTime,TimeOnLink,Average (Hours),0.0166666666666624,0.0166666666666621,0.0166666666666625,8.78395035621366E-17,1.22799690448641E-16
Adhoc Supplier,TimePath,TimePath3,[Travelers],FlowTime,TimeOnLink,Maximum (Hours),0.0166666666666799,0.0166666666666799,0.0166666666666799,0,0
Adhoc Supplier,TimePath,TimePath3,[Travelers],FlowTime,TimeOnLink,Minimum (Hours),0.0166666666666515,0.0166666666666515,0.0166666666666515,0,0
Adhoc Supplier,TimePath,TimePath3,[Travelers],Throughput,NumberEntered,Total,9804.6,9576,9984,106.728799876322,149.20694055945
Adhoc Supplier,TimePath,TimePath3,[Travelers],Throughput,NumberExited,Total,9803.6,9574,9981,106.633408696524,149.073583620081
Adhoc Supplier,TimePath,TimePath4,[Travelers],Content,NumberOnLink,Average,0.340178938341221,0.333124999999916,0.344722222222138,0.00257728100075156,0.00360304073061585
Adhoc Supplier,TimePath,TimePath4,[Travelers],Content,NumberOnLink,Maximum,5.6,5,7,0.500147018385594,0.699205898780101
Adhoc Supplier,TimePath,TimePath4,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Adhoc Supplier,TimePath,TimePath4,[Travelers],FlowTime,TimeOnLink,Average (Hours),0.0166666666666623,0.0166666666666621,0.0166666666666626,8.80418272792039E-17,1.23082539153594E-16
Adhoc Supplier,TimePath,TimePath4,[Travelers],FlowTime,TimeOnLink,Maximum (Hours),0.0166666666666799,0.0166666666666799,0.0166666666666799,0,0
Adhoc Supplier,TimePath,TimePath4,[Travelers],FlowTime,TimeOnLink,Minimum (Hours),0.0166666666666515,0.0166666666666515,0.0166666666666515,0,0
Adhoc Supplier,TimePath,TimePath4,[Travelers],Throughput,NumberEntered,Total,9797.3,9594,9928,74.2688469033955,103.827902479696
Adhoc Supplier,TimePath,TimePath4,[Travelers],Throughput,NumberExited,Total,9797,9594,9928,74.1960519920029,103.726135140143
Adhoc Supplier,TimePath,TimePath5,[Travelers],Content,NumberOnLink,Average,0.0693072320109169,0.0267682557154574,0.103445569005562,0.01718530135536,0.0240250639077437
Adhoc Supplier,TimePath,TimePath5,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Adhoc Supplier,TimePath,TimePath5,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Adhoc Supplier,TimePath,TimePath5,[Travelers],FlowTime,TimeOnLink,Average (Hours),6.17963009719703,5.88751177203767,6.42438137170979,0.133686016505874,0.186893149192496
Adhoc Supplier,TimePath,TimePath5,[Travelers],FlowTime,TimeOnLink,Maximum (Hours),6.90931546569414,6.30047295335754,7.41585434837089,0.268050595865048,0.374734929751929
Adhoc Supplier,TimePath,TimePath5,[Travelers],FlowTime,TimeOnLink,Minimum (Hours),5.54462759909626,5.07661289661968,6.35589117798366,0.273847978750285,0.382839675280412
Adhoc Supplier,TimePath,TimePath5,[Travelers],Throughput,NumberEntered,Total,5.4,2,8,1.3572,1.89736659610103
Adhoc Supplier,TimePath,TimePath5,[Travelers],Throughput,NumberExited,Total,5.4,2,8,1.3572,1.89736659610103
Adhoc Supplier,Vehicle,SupplierVehicle,[Population],Capacity,ScheduledUtilization,Percent,100,100,100,0,0
Adhoc Supplier,Vehicle,SupplierVehicle,[Population],Capacity,UnitsAllocated,Total,2,2,2,0,0
Adhoc Supplier,Vehicle,SupplierVehicle,[Population],Capacity,UnitsScheduled,Average,1,1,1,0,0
Adhoc Supplier,Vehicle,SupplierVehicle,[Population],Capacity,UnitsScheduled,Maximum,1,1,1,0,0
Adhoc Supplier,Vehicle,SupplierVehicle,[Population],Capacity,UnitsScheduled,Minimum,1,1,1,0,0
Adhoc Supplier,Vehicle,SupplierVehicle,[Population],Capacity,UnitsUtilized,Average,1,1,1,0,0
Adhoc Supplier,Vehicle,SupplierVehicle,[Population],Capacity,UnitsUtilized,Maximum,1,1,1,0,0
Adhoc Supplier,Vehicle,SupplierVehicle,[Population],Capacity,UnitsUtilized,Minimum,0,0,0,0,0
Adhoc Supplier,Vehicle,SupplierVehicle[1],[Object],Travel,DistanceTraveled,Total (Meters),899.78,899.779999999997,899.780000000003,1.26969627052033E-12,1.77503631806612E-12
Adhoc Supplier,Vehicle,SupplierVehicle[1],[Resource],Capacity,ScheduledUtilization,Percent,100,100,100,0,0
Adhoc Supplier,Vehicle,SupplierVehicle[1],[Resource],Capacity,UnitsAllocated,Total,2,2,2,0,0
Adhoc Supplier,Vehicle,SupplierVehicle[1],[Resource],Capacity,UnitsScheduled,Average,1,1,1,0,0
Adhoc Supplier,Vehicle,SupplierVehicle[1],[Resource],Capacity,UnitsScheduled,Maximum,1,1,1,0,0
